Country_code,Country_name,Source,Ecosystem_code,Ecosystem_level1,Ecosystem_level2,Ecosystem_level3,EU27,Area (m2)
BE,Belgium,Marine waters EU,20,marine,A - Marine habitats,Offshore circalittoral mud,1,10570000
BE,Belgium,Marine waters EU,21,marine,A - Marine habitats,Offshore circalittoral undetermined substrate,1,0
BE,Belgium,Marine waters EU,22,marine,A - Marine habitats,Upper bathyal rock and biogenic reef,1,0
BE,Belgium,Marine waters EU,23,marine,A - Marine habitats,Upper bathyal sediment,1,0
BE,Belgium,Marine waters EU,24,marine,A - Marine habitats,Upper bathyal undetermined substrate,1,0
BE,Belgium,Marine waters EU,25,marine,A - Marine habitats,Lower bathyal rock and biogenic reef,1,0
BE,Belgium,Marine waters EU,26,marine,A - Marine habitats,Lower bathyal sediment,1,0
BE,Belgium,Marine waters EU,27,marine,A - Marine habitats,Lower bathyal undetermined substrate,1,0
BE,Belgium,Marine waters EU,28,marine,A - Marine habitats,Abyssal,1,0
BE,Belgium,Marine waters EU,29,marine,B - Coastal habitats,X1 - Estuaries,1,50000
BE,Belgium,Marine waters EU,30,marine,B - Coastal habitats,X2_3 - Coastal lagoons,1,0
BE,Belgium,Marine waters EU,31,terrestrial,B - Coastal habitats,B1 - Coastal dunes and sandy shores,1,2190000
BE,Belgium,Marine waters EU,32,terrestrial,B - Coastal habitats,B2 - Coastal shingle,1,0
BE,Belgium,Marine waters EU,33,terrestrial,B - Coastal habitats,"B3 - Rock cliffs, ledges and shores, including the supralittoral",1,0
BE,Belgium,Marine waters EU,34,terrestrial,C - Inland surface waters,C1 - Surface standing waters,1,50000
BE,Belgium,Marine waters EU,35,terrestrial,C - Inland surface waters,C2 - Surface running waters,1,10000
BE,Belgium,Marine waters EU,36,terrestrial,C - Inland surface waters,C3 - Littoral zone of inland surface waterbodies,1,0
BE,Belgium,Marine waters EU,37,terrestrial,"D - Mires, bogs and fens",D1 - Raised and blanket bogs,1,0
BE,Belgium,Marine waters EU,38,terrestrial,"D - Mires, bogs and fens","D2 - Valley mires, poor fens and transition mires",1,0
BE,Belgium,Marine waters EU,39,terrestrial,"D - Mires, bogs and fens","D3 - Aapa, palsa and polygon mires",1,0
BE,Belgium,Marine waters EU,40,terrestrial,"D - Mires, bogs and fens",D4 - Base-rich fens and calcareous spring mires,1,0
BE,Belgium,Marine waters EU,41,terrestrial,"D - Mires, bogs and fens","D5 - Sedge and reedbeds, normally without free-standing water",1,0
BE,Belgium,Marine waters EU,42,terrestrial,"D - Mires, bogs and fens",D6 - Inland saline and brackish marshes and reedbeds,1,0
BE,Belgium,Marine waters EU,43,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E1 - Dry grasslands,1,0
BE,Belgium,Marine waters EU,44,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E2 - Mesic grasslands,1,0
BE,Belgium,Marine waters EU,45,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E3 - Seasonally wet and wet grasslands,1,0
BE,Belgium,Marine waters EU,46,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E4 - Alpine and subalpine grasslands,1,0
BE,Belgium,Marine waters EU,47,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E6 - Inland salt steppes,1,0
BE,Belgium,Marine waters EU,48,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E7 - Sparsely wooded grasslands,1,0
BE,Belgium,Marine waters EU,49,terrestrial,"F - Heathland, scrub and tundra",F1 - Tundra,1,0
BE,Belgium,Marine waters EU,50,terrestrial,"F - Heathland, scrub and tundra","F2 - Arctic, alpine and subalpine scrub",1,0
BE,Belgium,Marine waters EU,51,terrestrial,"F - Heathland, scrub and tundra",F3 - Temperate and mediterranean-montane scrub,1,0
BE,Belgium,Marine waters EU,52,terrestrial,"F - Heathland, scrub and tundra",F4 - Temperate shrub heathland,1,0
BE,Belgium,Marine waters EU,53,terrestrial,"F - Heathland, scrub and tundra","F5 - Maquis, arborescent matorral and thermo-Mediterranean brushes",1,0
BE,Belgium,Marine waters EU,54,terrestrial,"F - Heathland, scrub and tundra",F6 - Garrigue,1,0
BE,Belgium,Marine waters EU,55,terrestrial,"F - Heathland, scrub and tundra","F7 - Spiny Mediterranean heaths (phrygana, hedgehog-heaths and related coastal cliff vegetation)",1,0
BE,Belgium,Marine waters EU,56,terrestrial,"F - Heathland, scrub and tundra",F8 - Thermo-Atlantic xerophytic scrub,1,0
BE,Belgium,Marine waters EU,57,terrestrial,"F - Heathland, scrub and tundra",F9 - Riverine and fen scrubs,1,0
BE,Belgium,Marine waters EU,58,terrestrial,"F - Heathland, scrub and tundra",FB - Shrub plantations,1,0
BE,Belgium,Marine waters EU,59,terrestrial,"G - Woodland, forest and other wooded land",G1 - Broadleaved deciduous woodland,1,0
BE,Belgium,Marine waters EU,60,terrestrial,"G - Woodland, forest and other wooded land",G2 - Broadleaved evergreen woodland,1,0
BE,Belgium,Marine waters EU,61,terrestrial,"G - Woodland, forest and other wooded land",G3 - Coniferous woodland,1,0
BE,Belgium,Marine waters EU,62,terrestrial,"G - Woodland, forest and other wooded land",G4 - Mixed deciduous and coniferous woodland,1,0
BE,Belgium,Marine waters EU,63,terrestrial,"G - Woodland, forest and other wooded land","G5 - Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",1,0
BE,Belgium,Marine waters EU,64,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H2 - Screes,1,240000
BE,Belgium,Marine waters EU,65,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,"H3 - Inland cliffs, rock pavements and outcrops",1,0
BE,Belgium,Marine waters EU,66,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H4 - Snow or ice-dominated habitats,1,0
BE,Belgium,Marine waters EU,67,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H5 - Miscellaneous inland habitats with very sparse or no vegetation,1,0
BE,Belgium,Marine waters EU,68,terrestrial,I - Arable land and market gardens,I1 - Arable land and market gardens,1,210000
BE,Belgium,Marine waters EU,69,terrestrial,I - Arable land and market gardens,I2 - Cultivated areas of gardens and parks,1,0
BE,Belgium,Marine waters EU,70,terrestrial,"J - constructed, industrial and other artificial habitats","J1 - Buildings of cities, towns and villages",1,190000
BE,Belgium,Marine waters EU,71,terrestrial,"J - constructed, industrial and other artificial habitats",J2 - Low density buildings,1,10000
BE,Belgium,Marine waters EU,72,terrestrial,"J - constructed, industrial and other artificial habitats",J3 - Extractive industrial sites,1,0
BE,Belgium,Marine waters EU,73,terrestrial,"J - constructed, industrial and other artificial habitats",J4 - Transport networks and other constructed hard-surfaced areas,1,600000
BE,Belgium,Marine waters EU,74,terrestrial,"J - constructed, industrial and other artificial habitats",J5 - Highly artificial man-made waters and associated structures,1,0
BE,Belgium,Marine waters EU,75,terrestrial,"J - constructed, industrial and other artificial habitats",J6 - Waste deposits,1,0
BG,Bulgaria,Marine waters EU,1,marine,A - Marine habitats,Littoral rock and biogenic reef,1,0
BG,Bulgaria,Marine waters EU,2,marine,A - Marine habitats,Littoral sediment,1,740000
BG,Bulgaria,Marine waters EU,3,marine,A - Marine habitats,Littoral undetermined substrate,1,1650000
BG,Bulgaria,Marine waters EU,4,marine,A - Marine habitats,Infralittoral rock and biogenic reef,1,49880000
BG,Bulgaria,Marine waters EU,5,marine,A - Marine habitats,Infralittoral coarse sediment,1,0
BG,Bulgaria,Marine waters EU,6,marine,A - Marine habitats,Infralittoral mixed sediment,1,0
BG,Bulgaria,Marine waters EU,7,marine,A - Marine habitats,Infralittoral sand,1,498130000
BG,Bulgaria,Marine waters EU,8,marine,A - Marine habitats,Infralittoral mud,1,509030000
BG,Bulgaria,Marine waters EU,9,marine,A - Marine habitats,Infralittoral undetermined substrate,1,5190000
BG,Bulgaria,Marine waters EU,10,marine,A - Marine habitats,Circalittoral rock and biogenic reef,1,607890000
BG,Bulgaria,Marine waters EU,11,marine,A - Marine habitats,Circalittoral coarse sediment,1,0
BG,Bulgaria,Marine waters EU,12,marine,A - Marine habitats,Circalittoral mixed sediment,1,0
BG,Bulgaria,Marine waters EU,13,marine,A - Marine habitats,Circalittoral sand,1,580000
BG,Bulgaria,Marine waters EU,14,marine,A - Marine habitats,Circalittoral mud,1,4122900000
BG,Bulgaria,Marine waters EU,15,marine,A - Marine habitats,Circalittoral undetermined substrate,1,40000
BG,Bulgaria,Marine waters EU,16,marine,A - Marine habitats,Offshore circalittoral rock and biogenic reef,1,0
BG,Bulgaria,Marine waters EU,17,marine,A - Marine habitats,Offshore circalittoral coarse sediment,1,14650000
BG,Bulgaria,Marine waters EU,18,marine,A - Marine habitats,Offshore circalittoral mixed sediment,1,4803320000
BG,Bulgaria,Marine waters EU,19,marine,A - Marine habitats,Offshore circalittoral sand,1,0
BG,Bulgaria,Marine waters EU,20,marine,A - Marine habitats,Offshore circalittoral mud,1,1310160000
BG,Bulgaria,Marine waters EU,21,marine,A - Marine habitats,Offshore circalittoral undetermined substrate,1,0
BG,Bulgaria,Marine waters EU,22,marine,A - Marine habitats,Upper bathyal rock and biogenic reef,1,0
BG,Bulgaria,Marine waters EU,23,marine,A - Marine habitats,Upper bathyal sediment,1,20165170000
BG,Bulgaria,Marine waters EU,24,marine,A - Marine habitats,Upper bathyal undetermined substrate,1,0
BG,Bulgaria,Marine waters EU,25,marine,A - Marine habitats,Lower bathyal rock and biogenic reef,1,0
BG,Bulgaria,Marine waters EU,26,marine,A - Marine habitats,Lower bathyal sediment,1,0
BG,Bulgaria,Marine waters EU,27,marine,A - Marine habitats,Lower bathyal undetermined substrate,1,0
BG,Bulgaria,Marine waters EU,28,marine,A - Marine habitats,Abyssal,1,2167730000
BG,Bulgaria,Marine waters EU,29,marine,B - Coastal habitats,X1 - Estuaries,1,0
BG,Bulgaria,Marine waters EU,30,marine,B - Coastal habitats,X2_3 - Coastal lagoons,1,0
BG,Bulgaria,Marine waters EU,31,terrestrial,B - Coastal habitats,B1 - Coastal dunes and sandy shores,1,3850000
BG,Bulgaria,Marine waters EU,32,terrestrial,B - Coastal habitats,B2 - Coastal shingle,1,0
BG,Bulgaria,Marine waters EU,33,terrestrial,B - Coastal habitats,"B3 - Rock cliffs, ledges and shores, including the supralittoral",1,240000
BG,Bulgaria,Marine waters EU,34,terrestrial,C - Inland surface waters,C1 - Surface standing waters,1,500000
BG,Bulgaria,Marine waters EU,35,terrestrial,C - Inland surface waters,C2 - Surface running waters,1,70000
BG,Bulgaria,Marine waters EU,36,terrestrial,C - Inland surface waters,C3 - Littoral zone of inland surface waterbodies,1,0
BG,Bulgaria,Marine waters EU,37,terrestrial,"D - Mires, bogs and fens",D1 - Raised and blanket bogs,1,0
BG,Bulgaria,Marine waters EU,38,terrestrial,"D - Mires, bogs and fens","D2 - Valley mires, poor fens and transition mires",1,0
BG,Bulgaria,Marine waters EU,39,terrestrial,"D - Mires, bogs and fens","D3 - Aapa, palsa and polygon mires",1,0
BG,Bulgaria,Marine waters EU,40,terrestrial,"D - Mires, bogs and fens",D4 - Base-rich fens and calcareous spring mires,1,0
BG,Bulgaria,Marine waters EU,41,terrestrial,"D - Mires, bogs and fens","D5 - Sedge and reedbeds, normally without free-standing water",1,10000
BG,Bulgaria,Marine waters EU,42,terrestrial,"D - Mires, bogs and fens",D6 - Inland saline and brackish marshes and reedbeds,1,0
BG,Bulgaria,Marine waters EU,43,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E1 - Dry grasslands,1,2670000
BG,Bulgaria,Marine waters EU,44,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E2 - Mesic grasslands,1,1250000
BG,Bulgaria,Marine waters EU,45,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E3 - Seasonally wet and wet grasslands,1,50000
BG,Bulgaria,Marine waters EU,46,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E4 - Alpine and subalpine grasslands,1,0
BG,Bulgaria,Marine waters EU,47,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E6 - Inland salt steppes,1,30000
BG,Bulgaria,Marine waters EU,48,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E7 - Sparsely wooded grasslands,1,0
BG,Bulgaria,Marine waters EU,49,terrestrial,"F - Heathland, scrub and tundra",F1 - Tundra,1,0
BG,Bulgaria,Marine waters EU,50,terrestrial,"F - Heathland, scrub and tundra","F2 - Arctic, alpine and subalpine scrub",1,0
BG,Bulgaria,Marine waters EU,51,terrestrial,"F - Heathland, scrub and tundra",F3 - Temperate and mediterranean-montane scrub,1,0
BG,Bulgaria,Marine waters EU,52,terrestrial,"F - Heathland, scrub and tundra",F4 - Temperate shrub heathland,1,0
BG,Bulgaria,Marine waters EU,53,terrestrial,"F - Heathland, scrub and tundra","F5 - Maquis, arborescent matorral and thermo-Mediterranean brushes",1,0
BG,Bulgaria,Marine waters EU,54,terrestrial,"F - Heathland, scrub and tundra",F6 - Garrigue,1,0
BG,Bulgaria,Marine waters EU,55,terrestrial,"F - Heathland, scrub and tundra","F7 - Spiny Mediterranean heaths (phrygana, hedgehog-heaths and related coastal cliff vegetation)",1,0
BG,Bulgaria,Marine waters EU,56,terrestrial,"F - Heathland, scrub and tundra",F8 - Thermo-Atlantic xerophytic scrub,1,0
BG,Bulgaria,Marine waters EU,57,terrestrial,"F - Heathland, scrub and tundra",F9 - Riverine and fen scrubs,1,0
BG,Bulgaria,Marine waters EU,58,terrestrial,"F - Heathland, scrub and tundra",FB - Shrub plantations,1,110000
BG,Bulgaria,Marine waters EU,59,terrestrial,"G - Woodland, forest and other wooded land",G1 - Broadleaved deciduous woodland,1,2370000
BG,Bulgaria,Marine waters EU,60,terrestrial,"G - Woodland, forest and other wooded land",G2 - Broadleaved evergreen woodland,1,0
BG,Bulgaria,Marine waters EU,61,terrestrial,"G - Woodland, forest and other wooded land",G3 - Coniferous woodland,1,80000
BG,Bulgaria,Marine waters EU,62,terrestrial,"G - Woodland, forest and other wooded land",G4 - Mixed deciduous and coniferous woodland,1,110000
BG,Bulgaria,Marine waters EU,63,terrestrial,"G - Woodland, forest and other wooded land","G5 - Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",1,1330000
BG,Bulgaria,Marine waters EU,64,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H2 - Screes,1,0
BG,Bulgaria,Marine waters EU,65,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,"H3 - Inland cliffs, rock pavements and outcrops",1,0
BG,Bulgaria,Marine waters EU,66,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H4 - Snow or ice-dominated habitats,1,0
BG,Bulgaria,Marine waters EU,67,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H5 - Miscellaneous inland habitats with very sparse or no vegetation,1,2110000
BG,Bulgaria,Marine waters EU,68,terrestrial,I - Arable land and market gardens,I1 - Arable land and market gardens,1,1240000
BG,Bulgaria,Marine waters EU,69,terrestrial,I - Arable land and market gardens,I2 - Cultivated areas of gardens and parks,1,4400000
BG,Bulgaria,Marine waters EU,70,terrestrial,"J - constructed, industrial and other artificial habitats","J1 - Buildings of cities, towns and villages",1,2090000
BG,Bulgaria,Marine waters EU,71,terrestrial,"J - constructed, industrial and other artificial habitats",J2 - Low density buildings,1,900000
BG,Bulgaria,Marine waters EU,72,terrestrial,"J - constructed, industrial and other artificial habitats",J3 - Extractive industrial sites,1,10000
BG,Bulgaria,Marine waters EU,73,terrestrial,"J - constructed, industrial and other artificial habitats",J4 - Transport networks and other constructed hard-surfaced areas,1,1990000
BG,Bulgaria,Marine waters EU,74,terrestrial,"J - constructed, industrial and other artificial habitats",J5 - Highly artificial man-made waters and associated structures,1,960000
BG,Bulgaria,Marine waters EU,75,terrestrial,"J - constructed, industrial and other artificial habitats",J6 - Waste deposits,1,0
CY,Cyprus,Marine waters EU,1,marine,A - Marine habitats,Littoral rock and biogenic reef,1,0
CY,Cyprus,Marine waters EU,2,marine,A - Marine habitats,Littoral sediment,1,0
CY,Cyprus,Marine waters EU,3,marine,A - Marine habitats,Littoral undetermined substrate,1,540000
CY,Cyprus,Marine waters EU,4,marine,A - Marine habitats,Infralittoral rock and biogenic reef,1,202700000
CY,Cyprus,Marine waters EU,5,marine,A - Marine habitats,Infralittoral coarse sediment,1,49440000
CY,Cyprus,Marine waters EU,6,marine,A - Marine habitats,Infralittoral mixed sediment,1,530000
CY,Cyprus,Marine waters EU,7,marine,A - Marine habitats,Infralittoral sand,1,566580000
CY,Cyprus,Marine waters EU,8,marine,A - Marine habitats,Infralittoral mud,1,229560000
CY,Cyprus,Marine waters EU,9,marine,A - Marine habitats,Infralittoral undetermined substrate,1,58530000
CY,Cyprus,Marine waters EU,10,marine,A - Marine habitats,Circalittoral rock and biogenic reef,1,88390000
CY,Cyprus,Marine waters EU,11,marine,A - Marine habitats,Circalittoral coarse sediment,1,5930000
CY,Cyprus,Marine waters EU,12,marine,A - Marine habitats,Circalittoral mixed sediment,1,49610000
CY,Cyprus,Marine waters EU,13,marine,A - Marine habitats,Circalittoral sand,1,251800000
CY,Cyprus,Marine waters EU,14,marine,A - Marine habitats,Circalittoral mud,1,928890000
CY,Cyprus,Marine waters EU,15,marine,A - Marine habitats,Circalittoral undetermined substrate,1,17130000
CY,Cyprus,Marine waters EU,16,marine,A - Marine habitats,Offshore circalittoral rock and biogenic reef,1,0
CY,Cyprus,Marine waters EU,17,marine,A - Marine habitats,Offshore circalittoral coarse sediment,1,0
CY,Cyprus,Marine waters EU,18,marine,A - Marine habitats,Offshore circalittoral mixed sediment,1,0
CY,Cyprus,Marine waters EU,19,marine,A - Marine habitats,Offshore circalittoral sand,1,0
CY,Cyprus,Marine waters EU,20,marine,A - Marine habitats,Offshore circalittoral mud,1,0
CY,Cyprus,Marine waters EU,21,marine,A - Marine habitats,Offshore circalittoral undetermined substrate,1,0
CY,Cyprus,Marine waters EU,22,marine,A - Marine habitats,Upper bathyal rock and biogenic reef,1,6800000
CY,Cyprus,Marine waters EU,23,marine,A - Marine habitats,Upper bathyal sediment,1,95585290000
CY,Cyprus,Marine waters EU,24,marine,A - Marine habitats,Upper bathyal undetermined substrate,1,0
CY,Cyprus,Marine waters EU,25,marine,A - Marine habitats,Lower bathyal rock and biogenic reef,1,0
CY,Cyprus,Marine waters EU,26,marine,A - Marine habitats,Lower bathyal sediment,1,0
CY,Cyprus,Marine waters EU,27,marine,A - Marine habitats,Lower bathyal undetermined substrate,1,0
CY,Cyprus,Marine waters EU,28,marine,A - Marine habitats,Abyssal,1,0
CY,Cyprus,Marine waters EU,29,marine,B - Coastal habitats,X1 - Estuaries,1,0
CY,Cyprus,Marine waters EU,30,marine,B - Coastal habitats,X2_3 - Coastal lagoons,1,0
CY,Cyprus,Marine waters EU,31,terrestrial,B - Coastal habitats,B1 - Coastal dunes and sandy shores,1,2680000
CY,Cyprus,Marine waters EU,32,terrestrial,B - Coastal habitats,B2 - Coastal shingle,1,0
CY,Cyprus,Marine waters EU,33,terrestrial,B - Coastal habitats,"B3 - Rock cliffs, ledges and shores, including the supralittoral",1,480000
CY,Cyprus,Marine waters EU,34,terrestrial,C - Inland surface waters,C1 - Surface standing waters,1,0
CY,Cyprus,Marine waters EU,35,terrestrial,C - Inland surface waters,C2 - Surface running waters,1,0
CY,Cyprus,Marine waters EU,36,terrestrial,C - Inland surface waters,C3 - Littoral zone of inland surface waterbodies,1,0
CY,Cyprus,Marine waters EU,37,terrestrial,"D - Mires, bogs and fens",D1 - Raised and blanket bogs,1,0
CY,Cyprus,Marine waters EU,38,terrestrial,"D - Mires, bogs and fens","D2 - Valley mires, poor fens and transition mires",1,0
CY,Cyprus,Marine waters EU,39,terrestrial,"D - Mires, bogs and fens","D3 - Aapa, palsa and polygon mires",1,0
CY,Cyprus,Marine waters EU,40,terrestrial,"D - Mires, bogs and fens",D4 - Base-rich fens and calcareous spring mires,1,0
CY,Cyprus,Marine waters EU,41,terrestrial,"D - Mires, bogs and fens","D5 - Sedge and reedbeds, normally without free-standing water",1,0
CY,Cyprus,Marine waters EU,42,terrestrial,"D - Mires, bogs and fens",D6 - Inland saline and brackish marshes and reedbeds,1,0
CY,Cyprus,Marine waters EU,43,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E1 - Dry grasslands,1,30000
CY,Cyprus,Marine waters EU,44,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E2 - Mesic grasslands,1,280000
CY,Cyprus,Marine waters EU,45,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E3 - Seasonally wet and wet grasslands,1,20000
CY,Cyprus,Marine waters EU,46,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E4 - Alpine and subalpine grasslands,1,0
CY,Cyprus,Marine waters EU,47,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E6 - Inland salt steppes,1,0
CY,Cyprus,Marine waters EU,48,terrestrial,"E - Grasslands and land dominated by forbs, mosses or lichens",E7 - Sparsely wooded grasslands,1,0
CY,Cyprus,Marine waters EU,49,terrestrial,"F - Heathland, scrub and tundra",F1 - Tundra,1,0
CY,Cyprus,Marine waters EU,50,terrestrial,"F - Heathland, scrub and tundra","F2 - Arctic, alpine and subalpine scrub",1,0
CY,Cyprus,Marine waters EU,51,terrestrial,"F - Heathland, scrub and tundra",F3 - Temperate and mediterranean-montane scrub,1,0
CY,Cyprus,Marine waters EU,52,terrestrial,"F - Heathland, scrub and tundra",F4 - Temperate shrub heathland,1,0
CY,Cyprus,Marine waters EU,53,terrestrial,"F - Heathland, scrub and tundra","F5 - Maquis, arborescent matorral and thermo-Mediterranean brushes",1,0
CY,Cyprus,Marine waters EU,54,terrestrial,"F - Heathland, scrub and tundra",F6 - Garrigue,1,0
CY,Cyprus,Marine waters EU,55,terrestrial,"F - Heathland, scrub and tundra","F7 - Spiny Mediterranean heaths (phrygana, hedgehog-heaths and related coastal cliff vegetation)",1,0
CY,Cyprus,Marine waters EU,56,terrestrial,"F - Heathland, scrub and tundra",F8 - Thermo-Atlantic xerophytic scrub,1,0
CY,Cyprus,Marine waters EU,57,terrestrial,"F - Heathland, scrub and tundra",F9 - Riverine and fen scrubs,1,0
CY,Cyprus,Marine waters EU,58,terrestrial,"F - Heathland, scrub and tundra",FB - Shrub plantations,1,120000
CY,Cyprus,Marine waters EU,59,terrestrial,"G - Woodland, forest and other wooded land",G1 - Broadleaved deciduous woodland,1,10000
CY,Cyprus,Marine waters EU,60,terrestrial,"G - Woodland, forest and other wooded land",G2 - Broadleaved evergreen woodland,1,20000
CY,Cyprus,Marine waters EU,61,terrestrial,"G - Woodland, forest and other wooded land",G3 - Coniferous woodland,1,70000
CY,Cyprus,Marine waters EU,62,terrestrial,"G - Woodland, forest and other wooded land",G4 - Mixed deciduous and coniferous woodland,1,0
CY,Cyprus,Marine waters EU,63,terrestrial,"G - Woodland, forest and other wooded land","G5 - Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",1,30000
CY,Cyprus,Marine waters EU,64,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H2 - Screes,1,110000
CY,Cyprus,Marine waters EU,65,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,"H3 - Inland cliffs, rock pavements and outcrops",1,60000
CY,Cyprus,Marine waters EU,66,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H4 - Snow or ice-dominated habitats,1,0
CY,Cyprus,Marine waters EU,67,terrestrial,H - Inland unvegetated or sparsely vegetated habitats,H5 - Miscellaneous inland habitats with very sparse or no vegetation,1,370000
CY,Cyprus,Marine waters EU,68,terrestrial,I - Arable land and market gardens,I1 - Arable land and market gardens,1,2310000
CY,Cyprus,Marine waters EU,69,terrestrial,I - Arable land and market gardens,I2 - Cultivated areas of gardens and parks,1,1500000
CY,Cyprus,Marine waters EU,70,terrestrial,"J - constructed, industrial and other artificial habitats","J1 - Buildings of cities, towns and villages",1,640000
CY,Cyprus,Marine waters EU,71,terrestrial,"J - constructed, industrial and other artificial habitats",J2 - Low density buildings,1,770000
CY,Cyprus,Marine waters EU,72,terrestrial,"J - constructed, industrial and other artificial habitats",J3 - Extractive industrial sites,1,0
CY,Cyprus,Marine waters EU,73,terrestrial,"J - constructed, industrial and other artificial habitats",J4 - Transport networks and other constructed hard-surfaced areas,1,1620000
CY,Cyprus,Marine waters EU,74,terrestrial,"J - constructed, industrial and other artificial habitats",J5 - Highly artificial man-made waters and associated structures,1,0
CY,Cyprus,Marine waters EU,75,terrestrial,"J - constructed, industrial and other artificial habitats",J6 - Waste deposits,1,0
DE,Germany,Marine waters EU,1,marine,A - Marine habitats,Littoral rock and biogenic reef,1,0
DE,Germany,Marine waters EU,2,marine,A - Marine habitats,Littoral sediment,1,2932550000
DE,Germany,Marine waters EU,3,marine,A - Marine habitats,Littoral undetermined substrate,1,150010000
DE,Germany,Marine waters EU,4,marine,A - Marine habitats,Infralittoral rock and biogenic reef,1,0
DE,Germany,Marine waters EU,5,marine,A - Marine habitats,Infralittoral coarse sediment,1,883160000
DE,Germany,Marine waters EU,6,marine,A - Marine habitats,Infralittoral mixed sediment,1,10660000
DE,Germany,Marine waters EU,7,marine,A - Marine habitats,Infralittoral sand,1,4952070000
DE,Germany,Marine waters EU,8,marine,A - Marine habitats,Infralittoral mud,1,922490000
DE,Germany,Marine waters EU,9,marine,A - Marine habitats,Infralittoral undetermined substrate,1,93750000
DE,Germany,Marine waters EU,10,marine,A - Marine habitats,Circalittoral rock and biogenic reef,1,0
DE,Germany,Marine waters EU,11,marine,A - Marine habitats,Circalittoral coarse sediment,1,1293850000
DE,Germany,Marine waters EU,12,marine,A - Marine habitats,Circalittoral mixed sediment,1,59720000
DE,Germany,Marine waters EU,13,marine,A - Marine habitats,Circalittoral sand,1,32091030000
